0_0: PFC10_API0036
1_1256: TGME49_318370
1_1257: TGME49_318380
1_1258: TGME49_318390
1_1259: TGME49_318400
1_1260: TGME49_318410
1_1261: TGME49_318420
1_1262: TGME49_318430
1_1263: TGME49_318440
1_1264: TGME49_318450
1_1265: TGME49_318460
1_1266: TGME49_318470
1_1267: TGME49_318480
1_1268: TGME49_318490
1_1269: TGME49_318500
1_1270: TGME49_318510
1_1271: TGME49_318525
1_1272: TGME49_318540
1_1273: TGME49_318550
1_1274: TGME49_318560
1_1275: TGME49_318570
1_1276: TGME49_318575
1_1277: TGME49_318580
1_1278: TGME49_318590
1_1279: TGME49_318600
1_1280: TGME49_318610
1_1281: TGME49_318620
1_1282: TGME49_318632
1_1283: TGME49_318640
1_1284: TGME49_318650
1_1285: TGME49_318660
1_1286: TGME49_318675
1_1287: TGME49_318690
1_1288: TGME49_318700
1_1289: TGME49_318710
1_1290: TGME49_318720
1_1291: TGME49_318730
1_1292: TGME49_318738
1_1293: TGME49_318742
1_1294: TGME49_318750
1_1295: TGME49_318760
1_1296: TGME49_318770
1_1297: TGME49_319090
1_1298: TGME49_319300
1_1299: TGME49_319308
1_1300: TGME49_319312
1_1301: TGME49_319320
1_1302: TGME49_319340
1_1303: TGME49_319350
1_1304: TGME49_319360
1_1305: TGME49_319370
1_1306: TGME49_319380
1_1307: TGME49_319390
1_1308: TGME49_319500
1_1309: TGME49_319510
1_1310: TGME49_319520
1_1311: TGME49_319530
1_1312: TGME49_319540
1_1313: TGME49_319550
1_1314: TGME49_319560
1_1315: TGME49_319570
1_1316: TGME49_319580
1_1317: TGME49_319590
1_1318: TGME49_319600
1_1319: TGME49_319610
1_1320: TGME49_319620
1_1321: TGME49_319630
1_1322: TGME49_319640
1_1323: TGME49_319650
1_1324: TGME49_319658
1_1325: TGME49_319662
1_1326: TGME49_319670
1_1327: TGME49_319680
1_1328: TGME49_319690
1_1329: TGME49_319695
1_1330: TGME49_319700
1_1331: TGME49_319710
1_1332: TGME49_319720
1_1333: TGME49_319730
1_1334: TGME49_319740
1_1335: TGME49_319850
1_1336: TGME49_319860
1_1337: TGME49_319870
1_1338: TGME49_319880
1_1339: TGME49_319890
1_1340: TGME49_319900
1_1341: TGME49_319910
1_1342: TGME49_319920
1_1343: TGME49_319930
1_1344: TGME49_319935
1_1345: TGME49_319940
1_1346: TGME49_319950
1_1347: TGME49_319960
1_1348: TGME49_319970
1_1349: TGME49_319980
1_1350: TGME49_319988
1_1351: TGME49_319992
1_1352: TGME49_320000
1_1353: TGME49_320005
1_1354: TGME49_320010
1_1355: TGME49_320015
1_1356: TGME49_320020
1_1357: TGME49_320030
1_1358: TGME49_320040
1_1359: TGME49_320050
1_1360: TGME49_320060
1_1361: TGME49_320070
1_1362: TGME49_320080
1_1363: TGME49_320090
1_1364: TGME49_320100
1_1365: TGME49_320105
1_1366: TGME49_320110
1_1367: TGME49_320120
1_1368: TGME49_320130
1_1369: TGME49_320135
1_1370: TGME49_320140
1_1371: TGME49_320150
1_1372: TGME49_320160
1_1373: TGME49_320170
1_1374: TGME49_320180
1_1375: TGME49_320190
1_1376: TGME49_320200
1_1377: TGME49_320210
1_1378: TGME49_320220
1_1379: TGME49_320230
1_1380: TGME49_320240
1_1381: TGME49_320250
1_1382: TGME49_320260
1_1383: TGME49_320270
1_1384: TGME49_320280
1_1385: TGME49_320290
1_1386: TGME49_320300
1_1387: TGME49_320410
1_1388: TGME49_320430
1_1389: TGME49_320440
1_1390: TGME49_320450
1_1391: TGME49_320460
1_1392: TGME49_320465
1_1393: TGME49_320470
1_1394: TGME49_320480
1_1395: TGME49_320490
1_1396: TGME49_320500
1_1397: TGME49_320515
1_1398: TGME49_320525
1_1399: TGME49_320530
1_1400: TGME49_320540
1_1401: TGME49_320550
1_1402: TGME49_320560
1_1403: TGME49_320570
1_1404: TGME49_320580
1_1405: TGME49_320588
1_1406: TGME49_320592
1_1407: TGME49_320600
1_1408: TGME49_320610
1_1409: TGME49_320620
1_1410: TGME49_320630
1_1411: TGME49_320640
1_1412: TGME49_320650
1_1413: TGME49_320660
1_1414: TGME49_320670
1_1415: TGME49_320680
1_1416: TGME49_320690
1_1417: TGME49_320700
1_1418: TGME49_320710
1_1419: TGME49_320715
1_1420: TGME49_320720
1_1421: TGME49_320730
1_1422: TGME49_320740
1_1423: TGME49_320750
1_1424: TGME49_320760
1_1425: TGME49_320770
1_1426: TGME49_320780
1_1427: TGME49_212740
1_1428: TGME49_212760
1_1429: TGME49_212770
1_1430: TGME49_212775
1_1431: TGME49_212780
1_1432: TGME49_212800
1_1433: TGME49_212810
1_1434: TGME49_212820
1_1435: TGME49_212830
1_1436: TGME49_212840
1_1437: TGME49_212850
1_1438: TGME49_212860
1_1439: TGME49_212880
1_1440: TGME49_212900
1_1441: TGME49_212910
1_1442: TGME49_212920
1_1443: TGME49_212930
1_1444: TGME49_212937
1_1445: TGME49_212940
1_1446: TGME49_212950
1_1447: TGME49_212955
1_1448: TGME49_212960
1_1449: TGME49_212970
1_1450: TGME49_212980
1_1451: TGME49_212990
1_1452: TGME49_213000
1_1453: TGME49_213010
1_1454: TGME49_213020
1_1455: TGME49_213030
1_1456: TGME49_213040
1_1457: TGME49_213050
1_1458: TGME49_213060
1_1459: TGME49_213065
1_1460: TGME49_213067
1_1461: TGME49_213069
1_1462: TGME49_213072
1_1463: TGME49_213100
1_1464: TGME49_213115
1_1465: TGME49_213240
1_1466: TGME49_213255
1_1467: TGME49_213280
1_1468: TGME49_213290
1_1469: TGME49_213300
1_1470: TGME49_213310
1_1471: TGME49_213325
1_1472: TGME49_213340
1_1473: TGME49_213350
1_1474: TGME49_213360
1_1475: TGME49_213370
1_1476: TGME49_213380
1_1477: TGME49_213388
1_1478: TGME49_213392
1_1479: TGME49_213400
1_1480: TGME49_213410
1_1481: TGME49_213415
1_1482: TGME49_213420
1_1483: TGME49_213430
1_1484: TGME49_213445
1_1485: TGME49_213460
1_1486: TGME49_213480
1_1487: TGME49_213490
1_1488: TGME49_213520
1_1489: TGME49_213530
1_1490: TGME49_213550
1_1491: TGME49_213560
1_1492: TGME49_213570
1_1493: TGME49_213580
1_1494: TGME49_213590
1_1495: TGME49_213600
1_1496: TGME49_213610
1_1497: TGME49_213620
1_1498: TGME49_213635
1_1499: TGME49_213650
1_1500: TGME49_213660
1_1501: TGME49_213670
1_1502: TGME49_213680
1_1503: TGME49_213690
1_1504: TGME49_213700
1_1505: TGME49_213710
1_1506: TGME49_213720
1_1507: TGME49_213730
1_1508: TGME49_213740
1_1509: TGME49_213746
1_1510: TGME49_213748
1_1511: TGME49_213752
1_1512: TGME49_213760
1_1513: TGME49_213770
1_1514: TGME49_213780
1_1515: TGME49_213790
1_1516: TGME49_213800
1_1517: TGME49_213810
1_1518: TGME49_213820
1_1519: TGME49_213830
1_1520: TGME49_213840
1_1521: TGME49_213850
1_1522: TGME49_213860
1_1523: TGME49_213870
1_1524: TGME49_213880
1_1525: TGME49_213885
1_1526: TGME49_213890
1_1527: TGME49_213900
1_1528: TGME49_213910
1_1529: TGME49_213920
1_1530: TGME49_213930
1_1531: TGME49_213940
1_1532: TGME49_213950
1_1533: TGME49_213960
1_1534: TGME49_213970
1_1535: TGME49_220060
1_1536: TGME49_220070
1_1537: TGME49_220080
1_1538: TGME49_220090
1_1539: TGME49_220100
1_1540: TGME49_220110
1_1541: TGME49_220120
1_1542: TGME49_220125
1_1543: TGME49_220128
1_1544: TGME49_220132
1_1545: TGME49_220140
1_1546: TGME49_220145
1_1547: TGME49_220150
1_1548: TGME49_220160
1_1549: TGME49_220170
1_1550: TGME49_220175
1_1551: TGME49_220180
1_1552: TGME49_220190
1_1553: TGME49_220200
1_1554: TGME49_220208
1_1555: TGME49_220212
1_1556: TGME49_220230
1_1557: TGME49_220240
1_1558: TGME49_220250
1_1559: TGME49_220260
1_1560: TGME49_220270
1_1561: TGME49_220280
1_1562: TGME49_220290
1_1563: TGME49_220300
1_1564: TGME49_220310
1_1565: TGME49_220320
1_1566: TGME49_220330
1_1567: TGME49_220340
1_1568: TGME49_220350
1_1569: TGME49_220360
1_1570: TGME49_220370
1_1571: TGME49_220380
1_1572: TGME49_220390
1_1573: TGME49_220400
1_1574: TGME49_220420
1_1575: TGME49_220430
1_1576: TGME49_220440
1_1577: TGME49_220450
1_1578: TGME49_220460
1_1579: TGME49_220470
1_1580: TGME49_220480
1_1581: TGME49_220490
1_1582: TGME49_220500
1_1583: TGME49_220510
1_1584: TGME49_220520
1_1585: TGME49_220525
1_1586: TGME49_220530
1_1587: TGME49_220540
1_1588: TGME49_220560
1_1589: TGME49_220570
1_1590: TGME49_220580
1_1591: TGME49_220585
1_1592: TGME49_220600
1_1593: TGME49_220610
1_1594: TGME49_220630
1_1595: TGME49_220640
1_1596: TGME49_220650
1_1597: TGME49_283450
1_1598: TGME49_283460
1_1599: TGME49_283470
1_1600: TGME49_283480
1_1601: TGME49_283490
1_1602: TGME49_283495
1_1603: TGME49_283500
1_1604: TGME49_283510
1_1605: TGME49_283520
1_1606: TGME49_283530
1_1607: TGME49_283540
1_1608: TGME49_283550
1_1609: TGME49_283570
1_1610: TGME49_283580
1_1611: TGME49_283585
1_1612: TGME49_283590
1_1613: TGME49_283698
1_1614: TGME49_283702
1_1615: TGME49_283710
1_1616: TGME49_283720
1_1617: TGME49_283730
1_1618: TGME49_283740
1_1619: TGME49_283760
1_1620: TGME49_283765
1_1621: TGME49_283770
1_1622: TGME49_283780
1_1623: TGME49_283790
1_1624: TGME49_283800
1_1625: TGME49_283810
1_1626: TGME49_283820
1_1627: TGME49_283830
1_1628: TGME49_283840
1_1629: TGME49_283850
1_1630: TGME49_283855
1_1631: TGME49_283860
1_1632: TGME49_283870
1_1633: TGME49_283878
1_1634: TGME49_283882
1_1635: TGME49_283890
1_1636: TGME49_283900
1_1637: TGME49_284010
1_1638: TGME49_284040
1_1639: TGME49_284050
1_1640: TGME49_284160
1_1641: TGME49_284170
1_1642: TGME49_284180
1_1643: TGME49_284190
1_1644: TGME49_284310
1_1645: TGME49_284420
1_1646: TGME49_284530
1_1647: TGME49_284540
1_1648: TGME49_284550
1_1649: TGME49_284560
1_1650: TGME49_284570
1_1651: TGME49_284580
1_1652: TGME49_284590
1_1653: TGME49_284598
1_1654: TGME49_284602
1_1655: TGME49_284610
1_1656: TGME49_284615
1_1657: TGME49_284620
1_1658: TGME49_284630
1_1659: TGME49_284645
1_1660: TGME49_284660
1_1661: TGME49_284670
1_1662: TGME49_284680
1_1663: TGME49_284780
1_1664: TGME49_285140
1_1665: TGME49_285150
1_1666: TGME49_285160
1_1667: TGME49_285170
1_1668: TGME49_285180
1_1669: TGME49_285190
1_1670: TGME49_285200
1_1671: TGME49_285210
1_1672: TGME49_285220
1_1673: TGME49_285230
1_1674: TGME49_285240
1_1675: TGME49_285250
1_1676: TGME49_285260
1_1677: TGME49_285268
1_1678: TGME49_285272
1_1679: TGME49_285290
1_1680: TGME49_285300
1_1681: TGME49_285350
1_1682: TGME49_285400
1_1683: TGME49_285410
1_1684: TGME49_285425
1_1685: TGME49_285445
1_1686: TGME49_285470
1_1687: TGME49_285480
1_1688: TGME49_285490
1_1689: TGME49_285500
1_1690: TGME49_285510
1_1691: TGME49_285520
1_1692: TGME49_285530
1_1693: TGME49_285540
1_1694: TGME49_285650
1_1695: TGME49_285660
1_1696: TGME49_285665
1_1697: TGME49_285670
1_1698: TGME49_285680
1_1699: TGME49_285690
1_1700: TGME49_285700
1_1701: TGME49_285710
1_1702: TGME49_285720
1_1703: TGME49_285730
1_1704: TGME49_285740
1_1705: TGME49_285750
1_1706: TGME49_285760
1_1707: TGME49_285770
1_1708: TGME49_285780
1_1709: TGME49_285790
1_1710: TGME49_285800
1_1711: TGME49_285810
1_1712: TGME49_285820
1_1713: TGME49_285825
1_1714: TGME49_285830
1_1715: TGME49_285840
1_1716: TGME49_285850
1_1717: TGME49_285860
1_1718: TGME49_285865
1_1719: TGME49_285870
1_1720: TGME49_285880
1_1721: TGME49_285895
1_1722: TGME49_285920
1_1723: TGME49_285930
1_1724: TGME49_285940
1_1725: TGME49_285950
1_1726: TGME49_285970
1_1727: TGME49_285980
1_1728: TGME49_285990
1_1729: TGME49_286000
1_1730: TGME49_286010
1_1731: TGME49_286020
1_1732: TGME49_286030
1_1733: TGME49_286040
1_1734: TGME49_286050
1_1735: TGME49_286060
1_1736: TGME49_286070
1_1737: TGME49_286080
1_1738: TGME49_286090
1_1739: TGME49_286100
1_1740: TGME49_286110
1_1741: TGME49_286120
1_1742: TGME49_286130
1_1743: TGME49_286140
1_1744: TGME49_286150
1_1745: TGME49_286160
1_1746: TGME49_286170
1_1747: TGME49_286180
1_1748: TGME49_286190
1_1749: TGME49_286200
1_1750: TGME49_286210
1_1751: TGME49_286220
1_1752: TGME49_286230
1_1753: TGME49_286240
1_1754: TGME49_286250
1_1755: TGME49_286260
1_1756: TGME49_286270
1_1757: TGME49_286410
1_1758: TGME49_286420
1_1759: TGME49_286430
1_1760: TGME49_286440
1_1761: TGME49_286450
1_1762: TGME49_286460
1_1763: TGME49_286465
1_1764: TGME49_286470
1_1765: TGME49_286480
1_1766: TGME49_286485
1_1767: TGME49_286490
1_1768: TGME49_286500
1_1769: TGME49_286510
1_1770: TGME49_286520
1_1771: TGME49_286525
1_1772: TGME49_286530
1_1773: TGME49_286540
1_1774: TGME49_286550
1_1775: TGME49_286560
1_1776: TGME49_286570
1_1777: TGME49_286580
1_1778: TGME49_286590
1_1779: TGME49_286595
1_1780: TGME49_286600
1_1781: TGME49_286610
1_1782: TGME49_286620
1_1783: TGME49_286630
1_1784: TGME49_286640
1_1785: TGME49_286650
1_1786: TGME49_286660
1_1787: TGME49_286670
1_1788: TGME49_286680
1_1789: TGME49_286690
1_1790: TGME49_286710
1_1791: TGME49_286720
1_1792: TGME49_286730
1_1793: TGME49_286735
1_1794: TGME49_286740
1_1795: TGME49_286750
1_1796: TGME49_286760
1_1797: TGME49_286770
1_1798: TGME49_286778
1_1799: TGME49_286782
1_1800: TGME49_286790
1_1801: TGME49_286800
1_1802: TGME49_286810
1_1803: TGME49_286910
1_1804: TGME49_286920
1_1805: TGME49_286928
1_1806: TGME49_286932
1_1807: TGME49_287040
1_1808: TGME49_287160
1_1809: TGME49_287170
1_1810: TGME49_287180
1_1811: TGME49_287200
1_1812: TGME49_287210
1_1813: TGME49_287220
1_1814: TGME49_287230
1_1815: TGME49_287235
1_1816: TGME49_287240
1_1817: TGME49_287250
1_1818: TGME49_287260
1_1819: TGME49_287270
1_1820: TGME49_287430
1_1821: TGME49_287440
1_1822: TGME49_287450
1_1823: TGME49_287460
1_1824: TGME49_287470
1_1825: TGME49_287480
1_1826: TGME49_287490
1_1827: TGME49_287500
1_1828: TGME49_296121
1_1829: TGME49_296231
1_1830: TGME49_296340
1_1831: TGME49_307450
1_1832: TGME49_307460
1_1833: TGME49_307470
1_1834: TGME49_307480
1_1835: TGME49_237700
1_1836: TGME49_238000
1_1837: TGME49_238010
1_1838: TGME49_238020
1_1839: TGME49_238030
1_1840: TGME49_238040
1_1841: TGME49_238050
1_1842: TGME49_238060
1_1843: TGME49_238070
1_1844: TGME49_238073
1_1845: TGME49_238077
1_1846: TGME49_238080
1_1847: TGME49_238100
1_1848: TGME49_238110
1_1849: TGME49_238130
1_1850: TGME49_238140
1_1851: TGME49_238150
1_1852: TGME49_238160
1_1853: TGME49_238165
1_1854: TGME49_238170
1_1855: TGME49_238180
1_1856: TGME49_238190
1_1857: TGME49_238200
1_1858: TGME49_238210
1_1859: TGME49_238220
1_1860: TGME49_238230
1_1861: TGME49_238240
1_1862: TGME49_238250
1_1863: TGME49_238260
1_1864: TGME49_238270
1_1865: TGME49_238380
1_1866: TGME49_238390
1_1867: TGME49_238400
1_1868: TGME49_238410
1_1869: TGME49_238420
1_1870: TGME49_238440
1_1871: TGME49_238450
1_1872: TGME49_238460
1_1873: TGME49_238470
1_1874: TGME49_238480
1_1875: TGME49_238490
1_1876: TGME49_238500
1_1877: TGME49_238505
1_1878: TGME49_238510
1_1879: TGME49_238520
1_1880: TGME49_238530
1_1881: TGME49_238850
1_1882: TGME49_238860
1_1883: TGME49_238870
1_1884: TGME49_238880
1_1885: TGME49_238895
1_1886: TGME49_238915
1_1887: TGME49_238930
1_1888: TGME49_238940
1_1889: TGME49_238950
1_1890: TGME49_238960
1_1891: TGME49_238970
1_1892: TGME49_238980
1_1893: TGME49_238995
1_1894: TGME49_239010
1_1895: TGME49_239020
1_1896: TGME49_239050
1_1897: TGME49_239070
1_1898: TGME49_239080
1_1899: TGME49_239083
1_1900: TGME49_239087
1_1901: TGME49_239090
1_1902: TGME49_239100
1_1903: TGME49_239110
1_1904: TGME49_239120
1_1905: TGME49_239130
1_1906: TGME49_239250
1_1907: TGME49_239260
1_1908: TGME49_239270
1_1909: TGME49_239290
1_1910: TGME49_239300
1_1911: TGME49_239310
1_1912: TGME49_239320
1_1913: TGME49_239330
1_1914: TGME49_239340
1_1915: TGME49_239350
1_1916: TGME49_239365
1_1917: TGME49_239400
1_1918: TGME49_239410
1_1919: TGME49_239420
1_1920: TGME49_239430
1_1921: TGME49_239440
1_1922: TGME49_239475
1_1923: TGME49_239480
1_1924: TGME49_239490
1_1925: TGME49_239500
1_1926: TGME49_239510
1_1927: TGME49_239520
1_1928: TGME49_239530
1_1929: TGME49_239540
1_1930: TGME49_239550
1_1931: TGME49_239560
1_1932: TGME49_239570
1_1933: TGME49_239580
1_1934: TGME49_239590
1_1935: TGME49_239600
1_1936: TGME49_239610
1_1937: TGME49_239620
1_1938: TGME49_239630
1_1939: TGME49_239640
1_1940: TGME49_239650
1_1941: TGME49_239660
1_1942: TGME49_239670
1_1943: TGME49_239680
1_1944: TGME49_239690
1_1945: TGME49_239700
1_1946: TGME49_239710
1_1947: TGME49_239720
1_1948: TGME49_239730
1_1949: TGME49_239740
1_1950: TGME49_239748
1_1951: TGME49_239752
1_1952: TGME49_239755
1_1953: TGME49_239760
1_1954: TGME49_239770
1_1955: TGME49_239780
1_1956: TGME49_239790
1_1957: TGME49_239795
1_1958: TGME49_239800
1_1959: TGME49_239810
1_1960: TGME49_239820
1_1961: TGME49_239830
1_1962: TGME49_239855
1_1963: TGME49_239870
1_1964: TGME49_239880
1_1965: TGME49_239885
1_1966: TGME49_239890
1_1967: TGME49_239910
1_1968: TGME49_239930
1_1969: TGME49_240050
1_1970: TGME49_240060
1_1971: TGME49_240070
1_1972: TGME49_240080
1_1973: TGME49_240090
1_1974: TGME49_240200
1_1975: TGME49_240210
1_1976: TGME49_240220
1_1977: TGME49_240230
1_1978: TGME49_240240
1_1979: TGME49_240243
1_1980: TGME49_240247
1_1981: TGME49_240250
1_1982: TGME49_240255
1_1983: TGME49_240260
1_1984: TGME49_240270
1_1985: TGME49_240280
1_1986: TGME49_240285
1_1987: TGME49_240290
1_1988: TGME49_240295
1_1989: TGME49_240300
1_1990: TGME49_240310
1_1991: TGME49_240325
1_1992: TGME49_240330
1_1993: TGME49_240340
1_1994: TGME49_240350
1_1995: TGME49_240360
1_1996: TGME49_240365
1_1997: TGME49_240370
1_1998: TGME49_240380
1_1999: TGME49_240390
1_2000: TGME49_240400
1_2001: TGME49_240410
1_2002: TGME49_240430
1_2003: TGME49_240440
1_2004: TGME49_240450
1_2005: TGME49_240460
1_2006: TGME49_240470
1_2007: TGME49_240480
1_2008: TGME49_240490
1_2009: TGME49_240500
1_2010: TGME49_240510
1_2011: TGME49_240520
1_2012: TGME49_240525
1_2013: TGME49_240530
1_2014: TGME49_240540
1_2015: TGME49_240550
1_2016: TGME49_240560
1_2017: TGME49_240570
1_2018: TGME49_240575
1_2019: TGME49_240580
1_2020: TGME49_240590
1_2021: TGME49_240600
1_2022: TGME49_240610
1_2023: TGME49_240620
1_2024: TGME49_240630
1_2025: TGME49_240640
1_2026: TGME49_240650
1_2027: TGME49_240660
1_2028: TGME49_240670
1_2029: TGME49_240680
1_2030: TGME49_240690
1_2031: TGME49_240700
1_2032: TGME49_240710
1_2033: TGME49_240730
1_2034: TGME49_240740
1_2035: TGME49_240755
1_2036: TGME49_240770
1_2037: TGME49_240780
1_2038: TGME49_240790
1_2039: TGME49_240800
1_2040: TGME49_240810
1_2041: TGME49_240820
1_2042: TGME49_240830
1_2043: TGME49_240840
1_2044: TGME49_240850
1_2045: TGME49_240860
1_2046: TGME49_240870
1_2047: TGME49_240880
1_2048: TGME49_240890
1_2049: TGME49_240900
1_2050: TGME49_240910
1_2051: TGME49_240920
1_2052: TGME49_240930
1_2053: TGME49_240940
1_2054: TGME49_240950
1_2055: TGME49_240960
1_2056: TGME49_240970
1_2057: TGME49_240980
1_2058: TGME49_240990
1_2059: TGME49_241000
1_2060: TGME49_241010
1_2061: TGME49_241130
1_2062: TGME49_241140
1_2063: TGME49_241150
1_2064: TGME49_241155
1_2065: TGME49_241160
1_2066: TGME49_241165
1_2067: TGME49_241170
1_2068: TGME49_241175
1_2069: TGME49_241180
1_2070: TGME49_241240
1_2071: TGME49_241300
1_2072: TGME49_241305
1_2073: TGME49_241310
1_2074: TGME49_241610
1_2075: TGME49_241710
1_2076: TGME49_241820
1_2077: TGME49_241830
1_2078: TGME49_241840
1_2079: TGME49_241850
1_2080: TGME49_241860
1_2081: TGME49_241870
1_2082: TGME49_241880
1_2083: TGME49_241890
1_2084: TGME49_242000
1_2085: TGME49_242010
1_2086: TGME49_242020
1_2087: TGME49_242030
1_2088: TGME49_242040
1_2089: TGME49_242055
1_2090: TGME49_242070
1_2091: TGME49_242080
1_2092: TGME49_242090
1_2093: TGME49_242100
1_2094: TGME49_242110
1_2095: TGME49_242118
1_2096: TGME49_242230
1_2097: TGME49_242240
1_2098: TGME49_242250
1_2099: TGME49_242260
1_2100: TGME49_242270
1_2101: TGME49_242290
1_2102: TGME49_242300
1_2103: TGME49_242310
1_2104: TGME49_242320
1_2105: TGME49_242330
1_2106: TGME49_242340
1_2107: TGME49_242350
1_2108: TGME49_242360
1_2109: TGME49_242370
1_2110: TGME49_242380
1_2111: TGME49_242390
1_2112: TGME49_242400
1_2113: TGME49_242415
1_2114: TGME49_242435
1_2115: TGME49_242460
1_2116: TGME49_242570
1_2117: TGME49_242580
1_2118: TGME49_242590
1_2119: TGME49_242600
1_2120: TGME49_242610
1_2121: TGME49_242625
1_2122: TGME49_242640
1_2123: TGME49_242650
1_2124: TGME49_242660
1_2125: TGME49_242670
1_2126: TGME49_242680
1_2127: TGME49_242700
1_2128: TGME49_242710
1_2129: TGME49_242720
1_2130: TGME49_242730
1_2131: TGME49_242740
1_2132: TGME49_242750
1_2133: TGME49_242760
1_2134: TGME49_242770
1_2135: TGME49_242780
1_2136: TGME49_242790
1_2137: TGME49_242800
1_2138: TGME49_242810
1_2139: TGME49_242820
1_2140: TGME49_242830
1_2141: TGME49_242840
1_2142: TGME49_242845
1_2143: TGME49_242850
1_2144: TGME49_242860
1_2145: TGME49_242870
1_2146: TGME49_242880
1_2147: TGME49_242890
1_2148: TGME49_242900
1_2149: TGME49_243100
1_2150: TGME49_243110
1_2151: TGME49_243120
1_2152: TGME49_243130
1_2153: TGME49_243140
1_2154: TGME49_243150
1_2155: TGME49_243160
1_2156: TGME49_243170
1_2157: TGME49_243180
1_2158: TGME49_243190
1_2159: TGME49_243200
1_2160: TGME49_243210
1_2161: TGME49_243220
1_2162: TGME49_243240
1_2163: TGME49_243250
1_2164: TGME49_243265
1_2165: TGME49_243280
1_2166: TGME49_243290
1_2167: TGME49_243298
1_2168: TGME49_243302
1_2169: TGME49_243310
1_2170: TGME49_243330
1_2171: TGME49_243340
1_2172: TGME49_243350
1_2173: TGME49_243355
1_2174: TGME49_243360
1_2175: TGME49_243370
1_2176: TGME49_243378
1_2177: TGME49_243382
1_2178: TGME49_243390
1_2179: TGME49_243400
1_2180: TGME49_243410
1_2181: TGME49_243420
1_2182: TGME49_243430
1_2183: TGME49_243440
1_2184: TGME49_243450
1_2185: TGME49_243460
1_2186: TGME49_243465
1_2187: TGME49_243470
1_2188: TGME49_243480
1_2189: TGME49_243490
1_2190: TGME49_243500
1_2191: TGME49_243510
1_2192: TGME49_243520
1_2193: TGME49_243530
1_2194: TGME49_243540
1_2195: TGME49_243545
1_2196: TGME49_243550
1_2197: TGME49_243560
1_2198: TGME49_243570
1_2199: TGME49_243580
1_2200: TGME49_243590
1_2201: TGME49_243600
1_2202: TGME49_243610
1_2203: TGME49_243615
1_2204: TGME49_243620
1_2205: TGME49_243635
1_2206: TGME49_243655
1_2207: TGME49_243670
1_2208: TGME49_243680
1_2209: TGME49_243690
1_2210: TGME49_243700
1_2211: TGME49_243710
1_2212: TGME49_243720
1_2213: TGME49_243730
1_2214: TGME49_243740
1_2215: TGME49_243750
1_2216: TGME49_243760
1_2217: TGME49_243770
1_2218: TGME49_243780
1_2219: TGME49_243790
1_2220: TGME49_243800
1_2221: TGME49_243900
1_2222: TGME49_243910
1_2223: TGME49_243920
1_2224: TGME49_243930
1_2225: TGME49_243940
1_2226: TGME49_243950
1_2227: TGME49_243960
1_2228: TGME49_243970
1_2229: TGME49_243980
1_2230: TGME49_243990
1_2231: TGME49_244000
1_2232: TGME49_244010
1_2233: TGME49_244015
1_2234: TGME49_244020
1_2235: TGME49_244030
1_2236: TGME49_244040
1_2237: TGME49_244050
1_2238: TGME49_244060
1_2239: TGME49_244070
1_2240: TGME49_244080
1_2241: TGME49_244090
1_2242: TGME49_244100
1_2243: TGME49_244105
1_2244: TGME49_244110
1_2245: TGME49_244120
1_2246: TGME49_244130
1_2247: TGME49_244140
1_2248: TGME49_244150
1_2249: TGME49_244160
1_2250: TGME49_244165
1_2251: TGME49_244170
1_2252: TGME49_244180
1_2253: TGME49_244190
1_2254: TGME49_244200
1_2255: TGME49_244210
1_2256: TGME49_244220
1_2257: TGME49_244230
1_2258: TGME49_244240
1_2259: TGME49_244250
1_2260: TGME49_244260
1_2261: TGME49_244270
1_2262: TGME49_244280
1_2263: TGME49_244290
1_2264: TGME49_244300
1_2265: TGME49_244310
1_2266: TGME49_244320
1_2267: TGME49_244335
1_2268: TGME49_244350
1_2269: TGME49_244360
1_2270: TGME49_244370
1_2271: TGME49_244380
1_2272: TGME49_244390
1_2273: TGME49_244400
1_2274: TGME49_244406
1_2275: TGME49_244408
1_2276: TGME49_244412
1_2277: TGME49_244420
1_2278: TGME49_244430
1_2279: TGME49_244440
1_2280: TGME49_244450
1_2281: TGME49_244460
1_2282: TGME49_244470
1_2283: TGME49_244480
1_2284: TGME49_244490
1_2285: TGME49_244500
1_2286: TGME49_244510
1_2287: TGME49_244515
1_2288: TGME49_244520
1_2289: TGME49_244530
1_2290: TGME49_244540
1_2291: TGME49_244550
1_2292: TGME49_244560
1_2293: TGME49_244570
1_2294: TGME49_244580
1_2295: TGME49_244590
1_2296: TGME49_244600
1_2297: TGME49_244610
1_2298: TGME49_244620
1_2299: TGME49_244630
1_2300: TGME49_244640
1_2301: TGME49_244645
1_2302: TGME49_244650
1_2303: TGME49_244660
1_2304: TGME49_244670
1_2305: TGME49_244680
1_2306: TGME49_244690
1_2307: TGME49_244700
1_2308: TGME49_244710
1_2309: TGME49_244715
1_2310: TGME49_244720
1_2311: TGME49_244726
1_2312: TGME49_244728
1_2313: TGME49_244732
1_2314: TGME49_244840
1_2315: TGME49_244850
1_2316: TGME49_244860
1_2317: TGME49_244870
1_2318: TGME49_244880
1_2319: TGME49_244890
1_2320: TGME49_244900
1_2321: TGME49_244910
1_2322: TGME49_244920
1_2323: TGME49_244930
1_2324: TGME49_244940
1_2325: TGME49_244950
1_2326: TGME49_292600
1_2327: TGME49_292610
1_2328: TGME49_201100
1_2329: TGME49_201110
1_2330: TGME49_201120
